id_cliente,categoria_h,bloque_analitico,frequency_current,frequency_baseline,volume_units_current,volume_units_baseline,volume_eur_current,volume_eur_baseline,n_skus_current,n_skus_baseline,recency_days,potencial_h,share_of_potential,segment
1000038610,Categoria C1,Commodities,0.0,1.0,0.0,10.0,0.0,875.432,0.0,2.0,473,2223.12,0.0,churn_risk_silent
1000038610,Categoria T1,Productos Técnicos,1.0,3.0,1.0,3.0,342.6368000000001,1007.7515999999999,1.0,1.0,89,0.0,,churn_risk_dropping
1000038685,Categoria C1,Commodities,0.0,1.0,0.0,20.0,0.0,1791.8724,0.0,2.0,419,2223.12,0.0,churn_risk_silent
1000038685,Categoria T1,Productos Técnicos,1.0,1.0,5.0,4.0,1614.3368,1074.9476,1.0,1.0,339,0.0,,unknown_potential
1000038775,Categoria C1,Commodities,1.0,1.0,20.0,20.0,1557.2516,1587.9922000000001,2.0,2.0,263,2223.12,0.7004802259887006,loyal
1000039366,Categoria C1,Commodities,0.0,1.0,0.0,15.0,0.0,1290.069,0.0,2.0,389,1802.36,0.0,churn_risk_silent
1000039499,Categoria C1,Commodities,1.0,2.0,6.0,20.0,787.8574000000001,1537.1242000000002,2.0,3.0,96,1802.36,0.4371254355400698,loyal
1000039665,Categoria C1,Commodities,2.0,4.0,30.0,45.0,2747.1232,4195.0086,2.0,2.0,24,3410.04,0.8055985267034991,loyal
1000039696,Categoria C1,Commodities,6.0,6.0,90.0,60.0,7271.0154,5309.74,4.0,4.0,14,5683.400000000001,1.279342541436464,loyal
1000039707,Categoria C1,Commodities,3.0,2.0,10.0,12.0,981.25,1115.0140000000001,2.0,2.0,215,2223.12,0.4413841807909605,loyal
1000039922,Categoria C1,Commodities,2.0,1.0,10.0,6.0,1246.8312,719.9392,2.0,2.0,17,2223.12,0.5608474576271187,loyal
1000039922,Categoria C2,Commodities,1.0,1.0,18.0,12.0,963.1008000000002,463.0244000000001,2.0,1.0,300,10333.74,0.09319963536918871,promiscuous
1000039979,Categoria C1,Commodities,10.0,9.0,27.0,31.0,2347.9978,2425.7442,2.0,2.0,25,2223.12,1.056172316384181,loyal
1000040021,Categoria C1,Commodities,0.0,1.0,0.0,6.0,0.0,688.0368,0.0,2.0,433,2223.12,0.0,churn_risk_silent
1000040157,Categoria C1,Commodities,1.0,3.0,10.0,11.0,861.3648000000001,773.4448,2.0,2.0,189,3410.04,0.252596685082873,promiscuous
1000040157,Categoria T1,Productos Técnicos,0.0,1.0,0.0,2.0,0.0,876.3426000000001,0.0,2.0,704,0.0,,churn_risk_silent
1000040173,Categoria C1,Commodities,1.0,0.0,15.0,0.0,1313.9958,0.0,3.0,0.0,361,2223.12,0.5910593220338983,loyal
1000040173,Categoria C2,Commodities,1.0,0.0,12.0,0.0,477.0288,0.0,1.0,0.0,361,6634.82,0.07189777567439659,promiscuous
1000040210,Categoria C1,Commodities,3.0,3.0,13.0,12.0,1249.3432,1119.567,2.0,2.0,25,3410.04,0.3663720073664825,loyal
1000040210,Categoria C2,Commodities,3.0,2.0,18.0,12.0,810.9678000000001,524.7568,1.0,1.0,25,7215.72,0.11238903394255877,promiscuous
1000040383,Categoria C1,Commodities,1.0,0.0,15.0,0.0,1328.7852,0.0,1.0,0.0,243,2223.12,0.5977118644067797,loyal
1000040574,Categoria C1,Commodities,6.0,5.0,34.0,22.0,3154.2556,2052.618,3.0,2.0,32,1802.36,1.7500696864111498,loyal
1000040574,Categoria T1,Productos Técnicos,1.0,2.0,3.0,6.0,806.2891999999999,3252.6632,1.0,1.0,112,0.0,,churn_risk_dropping
1000040689,Categoria C1,Commodities,0.0,1.0,0.0,15.0,0.0,1076.863,0.0,3.0,466,1802.36,0.0,churn_risk_silent
1000040718,Categoria C1,Commodities,1.0,2.0,5.0,10.0,366.5008,839.3534,1.0,3.0,209,2223.12,0.16485875706214692,churn_risk_dropping
1000040718,Categoria T1,Productos Técnicos,1.0,0.0,1.0,0.0,477.4998,0.0,1.0,0.0,209,0.0,,unknown_potential
1000040842,Categoria C1,Commodities,3.0,3.0,15.0,16.0,1754.5064,1866.6671999999999,2.0,3.0,32,2223.12,0.7892090395480227,loyal
1000040842,Categoria C2,Commodities,3.0,2.0,42.0,24.0,2316.1896,1157.5296,2.0,1.0,32,17916.84,0.12927444794952683,promiscuous
1000040842,Categoria T1,Productos Técnicos,3.0,2.0,8.0,7.0,3223.4612,3367.2104,3.0,3.0,161,0.0,,unknown_potential
1000041054,Categoria C1,Commodities,2.0,2.0,30.0,30.0,2618.8542,2580.138,2.0,2.0,75,4546.72,0.5759875690607735,loyal
1000041067,Categoria C1,Commodities,4.0,2.0,40.0,40.0,4655.7408,4456.3822,2.0,2.0,243,2223.12,2.0942372881355933,loyal
1000041067,Categoria C2,Commodities,4.0,3.0,84.0,72.0,5772.576,4985.849,2.0,2.0,46,12183.2,0.47381443298969067,loyal
1000041086,Categoria C1,Commodities,4.0,2.0,16.0,12.0,1751.0524,1376.0736000000002,2.0,1.0,215,2223.12,0.7876553672316384,loyal
1000041136,Categoria C1,Commodities,1.0,1.0,11.0,11.0,806.3520000000001,811.5644000000001,2.0,3.0,264,2223.12,0.3627118644067797,loyal
1000041272,Categoria C1,Commodities,1.0,2.0,6.0,8.0,439.7884,713.6592,1.0,2.0,238,2223.12,0.19782485875706216,promiscuous
1000041273,Categoria C1,Commodities,1.0,1.0,15.0,15.0,1328.7852,1290.069,1.0,1.0,6,3410.04,0.3896685082872928,loyal
1000041273,Categoria C2,Commodities,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,257,20161.94,0.0,marginal
1000041273,Categoria T1,Productos Técnicos,0.0,2.0,0.0,10.0,0.0,2855.2648,0.0,1.0,446,0.0,,churn_risk_silent
1000041359,Categoria C1,Commodities,3.0,2.0,30.0,15.0,2260.172,1273.4270000000001,2.0,3.0,28,2223.12,1.0166666666666668,loyal
1000041359,Categoria T1,Productos Técnicos,5.0,3.0,48.0,24.0,17383.5738,8585.231,2.0,2.0,39,0.0,,unknown_potential
1000041382,Categoria C1,Commodities,2.0,1.0,180.0,10.0,15508.774,911.6362,3.0,2.0,68,3410.04,4.547974217311234,loyal
1000041400,Categoria C1,Commodities,3.0,2.0,45.0,35.0,3282.3362,2488.0732,2.0,2.0,54,3410.04,0.9625506445672192,loyal
1000041400,Categoria C2,Commodities,3.0,3.0,48.0,57.0,2415.288,2533.6974,2.0,2.0,54,19791.420000000002,0.12203712517848643,promiscuous
1000041550,Categoria C1,Commodities,3.0,3.0,45.0,43.0,4165.8694,3841.5388,1.0,1.0,34,2223.12,1.8738841807909603,loyal
1000041560,Categoria C2,Commodities,1.0,3.0,12.0,30.0,477.0288,1277.6974000000002,1.0,2.0,291,10333.74,0.04616226071103008,churn_risk_dropping
1000041657,Categoria C1,Commodities,1.0,0.0,10.0,0.0,818.6608,0.0,2.0,0.0,27,2223.12,0.3682485875706215,loyal
1000041657,Categoria C2,Commodities,1.0,0.0,1.0,0.0,67.51,0.0,1.0,0.0,27,10333.74,0.00653296870252203,marginal
1000041657,Categoria T1,Productos Técnicos,1.0,0.0,2.0,0.0,548.2126000000001,0.0,1.0,0.0,27,0.0,,unknown_potential
1000041674,Categoria C1,Commodities,1.0,0.0,12.0,0.0,1076.7060000000001,0.0,2.0,0.0,154,1802.36,0.5973867595818816,loyal
1000041716,Categoria C1,Commodities,3.0,2.0,14.0,12.0,1678.016,1332.5532,2.0,2.0,35,2223.12,0.7548022598870057,loyal
1000041726,Categoria C1,Commodities,2.0,1.0,30.0,15.0,2153.1922,1044.05,3.0,2.0,152,2223.12,0.968545197740113,loyal
1000041726,Categoria C2,Commodities,2.0,1.0,27.0,9.0,997.578,389.51700000000005,2.0,2.0,105,6424.4400000000005,0.15527859237536656,promiscuous
1000041827,Categoria C1,Commodities,2.0,2.0,16.0,11.0,1379.0566000000001,1032.2436,3.0,3.0,18,3410.04,0.4044106813996317,loyal
1000041827,Categoria C2,Commodities,1.0,1.0,6.0,12.0,238.5144,586.1124,1.0,2.0,248,8142.02,0.029294253760123408,churn_risk_dropping
1000041870,Categoria T1,Productos Técnicos,3.0,3.0,29.0,19.0,15362.355800000001,9270.5046,4.0,5.0,202,0.0,,unknown_potential
1000041983,Categoria C1,Commodities,0.0,1.0,0.0,6.0,0.0,426.9772,0.0,1.0,445,1802.36,0.0,churn_risk_silent
1000041983,Categoria C2,Commodities,0.0,1.0,0.0,3.0,0.0,96.4608,0.0,1.0,704,8277.04,0.0,churn_risk_silent
1000042009,Categoria C1,Commodities,6.0,6.0,34.0,36.0,2810.2686000000003,2841.6372,2.0,3.0,26,3410.04,0.8241160220994476,loyal
1000042009,Categoria T1,Productos Técnicos,2.0,1.0,3.0,5.0,719.531,1175.7102,1.0,1.0,18,0.0,,unknown_potential
1000042016,Categoria C1,Commodities,1.0,0.0,15.0,0.0,1328.7852,0.0,1.0,0.0,223,2223.12,0.5977118644067797,loyal
1000042016,Categoria T1,Productos Técnicos,4.0,3.0,16.0,9.0,4721.5552,2660.4906,1.0,1.0,94,0.0,,unknown_potential
1000042039,Categoria C1,Commodities,1.0,2.0,6.0,16.0,697.7708,1855.269,2.0,3.0,46,2223.12,0.31387005649717514,churn_risk_dropping
1000042039,Categoria T1,Productos Técnicos,2.0,1.0,4.0,2.0,1787.7276000000004,876.3426000000001,2.0,2.0,118,0.0,,unknown_potential
1000042084,Categoria C1,Commodities,2.0,2.0,7.0,6.0,670.861,678.1143999999999,2.0,3.0,27,2223.12,0.30176553672316386,loyal
1000042085,Categoria C1,Commodities,1.0,0.0,6.0,0.0,531.5078000000001,0.0,1.0,0.0,31,3410.04,0.155865561694291,promiscuous
1000042144,Categoria C1,Commodities,3.0,2.0,16.0,20.0,1605.0424,1729.983,3.0,4.0,104,1802.36,0.8905226480836238,loyal
1000042144,Categoria C2,Commodities,3.0,7.0,36.0,78.0,1669.6008000000002,3830.8314,1.0,2.0,104,3548.2,0.47054867256637173,churn_risk_dropping
1000042144,Categoria T1,Productos Técnicos,4.0,4.0,4.0,4.0,1370.5472000000004,1935.1820000000002,1.0,2.0,83,0.0,,unknown_potential
1000042244,Categoria C2,Commodities,1.0,2.0,60.0,120.0,1987.62,3858.432,1.0,1.0,111,9674.34,0.20545277507302823,promiscuous
1000042306,Categoria C1,Commodities,2.0,3.0,7.0,6.0,910.0348,661.598,3.0,3.0,70,1802.36,0.5049128919860627,loyal
1000042307,Categoria C1,Commodities,6.0,5.0,21.0,18.0,2006.931,1679.3662000000002,1.0,1.0,53,1802.36,1.1135017421602789,loyal
1000042307,Categoria C2,Commodities,4.0,3.0,43.0,27.0,1962.814,1254.5556,2.0,2.0,26,879.2,2.2325,loyal
1000042326,Categoria C1,Commodities,2.0,1.0,15.0,5.0,1680.0256000000002,465.8504,2.0,1.0,103,2223.12,0.7557062146892657,loyal
1000042326,Categoria C2,Commodities,1.0,1.0,12.0,12.0,477.0288,385.8432,1.0,1.0,201,6424.4400000000005,0.07425219941348973,promiscuous
1000042336,Categoria C1,Commodities,2.0,1.0,9.0,6.0,1151.6264,688.0368000000001,1.0,1.0,14,1802.36,0.6389547038327527,loyal
1000042377,Categoria C1,Commodities,2.0,0.0,14.0,0.0,1197.6274,0.0,3.0,0.0,75,2223.12,0.5387146892655368,loyal
1000042377,Categoria T1,Productos Técnicos,4.0,1.0,16.0,6.0,6295.8256,2150.0208000000002,5.0,3.0,61,0.0,,unknown_potential
1000042392,Categoria C2,Commodities,1.0,1.0,18.0,12.0,802.5840000000001,943.6642,2.0,1.0,53,8484.28,0.09459659511472983,promiscuous
1000042570,Categoria C1,Commodities,1.0,1.0,5.0,5.0,573.364,573.364,1.0,1.0,332,2223.12,0.257909604519774,promiscuous
1000042570,Categoria C2,Commodities,0.0,1.0,0.0,3.0,0.0,154.331,0.0,1.0,459,4785.360000000001,0.0,churn_risk_silent
1000042574,Categoria C1,Commodities,5.0,3.0,40.0,40.0,3732.6122,3318.823,1.0,2.0,116,3410.04,1.0945948434622468,loyal
1000042574,Categoria T1,Productos Técnicos,3.0,3.0,35.0,40.0,10167.5084,12075.7492,2.0,2.0,214,0.0,,unknown_potential
1000042603,Categoria C1,Commodities,5.0,4.0,55.0,50.0,5970.1448,5055.243,2.0,2.0,41,5683.400000000001,1.050453038674033,loyal
1000042603,Categoria C2,Commodities,4.0,4.0,39.0,39.0,1755.1344,1703.6384000000005,2.0,2.0,34,39768.1,0.04413422818791946,marginal
1000042603,Categoria T1,Productos Técnicos,12.0,9.0,111.0,98.0,38982.2836,35007.043600000005,2.0,2.0,40,0.0,,unknown_potential
1000042620,Categoria C1,Commodities,3.0,3.0,45.0,45.0,3947.6394,3870.207,2.0,2.0,124,3410.04,1.1576519337016575,loyal
1000042620,Categoria C2,Commodities,0.0,2.0,0.0,18.0,0.0,1179.5724,0.0,1.0,441,10914.64,0.0,churn_risk_silent
1000042748,Categoria C2,Commodities,0.0,1.0,0.0,27.0,0.0,968.2818000000001,0.0,2.0,621,6424.4400000000005,0.0,churn_risk_silent
1000042820,Categoria C1,Commodities,1.0,1.0,10.0,10.0,1107.321,1075.0418,1.0,1.0,222,2223.12,0.498093220338983,loyal
1000042827,Categoria C1,Commodities,0.0,1.0,0.0,5.0,0.0,355.8248,0.0,1.0,605,2223.12,0.0,churn_risk_silent
1000042835,Categoria C1,Commodities,1.0,0.0,1.0,0.0,88.5794,0.0,1.0,0.0,28,2223.12,0.03984463276836159,marginal
1000042835,Categoria C2,Commodities,0.0,1.0,0.0,12.0,0.0,385.8432,0.0,1.0,391,6424.4400000000005,0.0,churn_risk_silent
1000042835,Categoria T1,Productos Técnicos,1.0,2.0,8.0,8.0,2192.8818,2233.8274,1.0,1.0,28,0.0,,unknown_potential
1000042947,Categoria C1,Commodities,1.0,2.0,10.0,20.0,1168.9278,2150.0836,3.0,2.0,265,2223.12,0.5258050847457627,loyal
1000042947,Categoria C2,Commodities,1.0,2.0,12.0,24.0,397.524,771.6864,1.0,1.0,19,6424.4400000000005,0.06187683284457478,promiscuous
1000042967,Categoria C1,Commodities,1.0,1.0,15.0,15.0,1386.467,1044.2384,3.0,3.0,185,2223.12,0.6236581920903955,loyal
1000043172,Categoria C2,Commodities,1.0,1.0,60.0,48.0,2812.812,3408.627,2.0,2.0,61,29409.24,0.09564381806534272,promiscuous
1000043172,Categoria T1,Productos Técnicos,2.0,3.0,16.0,38.0,4954.4804,10333.4574,2.0,2.0,41,0.0,,churn_risk_dropping
1000043173,Categoria C1,Commodities,2.0,3.0,40.0,50.0,2199.0048,2857.9338,1.0,2.0,87,2223.12,0.9891525423728815,loyal
1000043173,Categoria C2,Commodities,2.0,1.0,156.0,48.0,6405.6,3145.5264,2.0,1.0,67,24206.26,0.26462576209625116,promiscuous
1000043173,Categoria T1,Productos Técnicos,3.0,3.0,15.0,11.0,6577.0126,6743.620999999999,4.0,3.0,87,0.0,,unknown_potential
1000043204,Categoria C1,Commodities,0.0,1.0,0.0,7.0,0.0,756.0178,0.0,3.0,707,3410.04,0.0,churn_risk_silent
1000043232,Categoria C1,Commodities,1.0,1.0,10.0,5.0,957.0720000000001,573.364,2.0,1.0,131,1802.36,0.5310104529616726,loyal
1000044579,Categoria C1,Commodities,3.0,3.0,17.0,17.0,1620.083,1629.8798,2.0,3.0,157,2223.12,0.7287429378531074,loyal
1000044579,Categoria C2,Commodities,1.0,3.0,12.0,36.0,397.524,1234.7108000000003,1.0,1.0,272,12644.78,0.03143779488452943,churn_risk_dropping
1000044579,Categoria T1,Productos Técnicos,4.0,3.0,11.0,6.0,7271.1096,3601.9568,2.0,3.0,27,0.0,,unknown_potential
1000044587,Categoria C2,Commodities,2.0,1.0,9.0,3.0,814.1706000000001,314.5652000000001,1.0,1.0,236,6424.4400000000005,0.12673020527859238,promiscuous
1000044594,Categoria C1,Commodities,4.0,5.0,20.0,25.0,2345.0776,2779.8106,2.0,3.0,45,2223.12,1.054858757062147,loyal
1000044594,Categoria T1,Productos Técnicos,14.0,13.0,33.0,28.0,8411.9344,7440.1986000000015,2.0,5.0,18,0.0,,unknown_potential
1000046050,Categoria T1,Productos Técnicos,2.0,0.0,2.0,0.0,1316.5392,0.0,1.0,0.0,117,0.0,,unknown_potential
1000046792,Categoria C1,Commodities,3.0,3.0,9.0,5.0,1213.9868,716.705,2.0,1.0,77,2223.12,0.5460734463276836,loyal
1000048293,Categoria C1,Commodities,2.0,4.0,12.0,24.0,1262.2800000000002,2317.0688,2.0,2.0,159,3410.04,0.37016574585635365,loyal
1000048293,Categoria C2,Commodities,4.0,2.0,24.0,18.0,1113.0672,992.711,1.0,2.0,52,5827.84,0.19099137931034482,promiscuous
1000048764,Categoria C1,Commodities,3.0,4.0,45.0,60.0,3842.9518,5199.4318,3.0,4.0,74,3410.04,1.12695211786372,loyal
1000048764,Categoria C2,Commodities,2.0,3.0,21.0,36.0,1417.71,2359.1448,1.0,1.0,74,75645.74,0.01874143871155203,marginal
1000048764,Categoria T1,Productos Técnicos,1.0,5.0,6.0,30.0,3547.415,17389.32,2.0,2.0,342,0.0,,churn_risk_dropping
1000050394,Categoria T1,Productos Técnicos,0.0,1.0,0.0,3.0,0.0,1136.2718,0.0,3.0,411,0.0,,churn_risk_silent
1000051168,Categoria T1,Productos Técnicos,3.0,4.0,5.0,4.0,1696.4164,1054.0352,2.0,1.0,59,0.0,,unknown_potential
1000051951,Categoria C2,Commodities,7.0,0.0,60.0,0.0,4050.6,0.0,1.0,0.0,13,12899.119999999999,0.3140214216163583,loyal
1000051951,Categoria T1,Productos Técnicos,12.0,16.0,17.0,23.0,7759.756400000001,10064.5164,2.0,3.0,7,0.0,,unknown_potential
1000051972,Categoria C1,Commodities,4.0,4.0,24.0,25.0,2052.0528,2086.3102,2.0,2.0,53,1802.36,1.1385365853658538,loyal
1000051994,Categoria T1,Productos Técnicos,3.0,1.0,11.0,4.0,4404.7292,1751.9944,2.0,3.0,77,0.0,,unknown_potential
1000052451,Categoria T1,Productos Técnicos,2.0,2.0,4.0,3.0,1455.4842,1212.2598,2.0,2.0,214,0.0,,unknown_potential
1000052454,Categoria C1,Commodities,3.0,4.0,15.0,20.0,1166.51,1542.2423999999999,2.0,3.0,151,2223.12,0.5247175141242938,loyal
1000053130,Categoria C1,Commodities,6.0,7.0,36.0,43.0,4134.0298,4872.4636,2.0,5.0,25,3410.04,1.2123112338858195,loyal
1000053136,Categoria C1,Commodities,0.0,2.0,0.0,32.0,0.0,2743.4494,0.0,4.0,410,2223.12,0.0,churn_risk_silent
1000053136,Categoria C2,Commodities,1.0,2.0,15.0,24.0,720.0648,1080.3484,2.0,1.0,278,20322.079999999998,0.03543263288009889,marginal
1000053136,Categoria T1,Productos Técnicos,0.0,1.0,0.0,4.0,0.0,1822.8955999999998,0.0,3.0,461,0.0,,churn_risk_silent
1000053469,Categoria T1,Productos Técnicos,2.0,3.0,4.0,4.0,2689.7868,2866.2234,2.0,4.0,13,0.0,,unknown_potential
1000054867,Categoria C1,Commodities,1.0,3.0,6.0,22.0,751.8416,2440.0312,3.0,3.0,325,3410.04,0.22047882136279925,churn_risk_dropping
1000054867,Categoria T1,Productos Técnicos,0.0,2.0,0.0,8.0,0.0,2745.1450000000004,0.0,2.0,451,0.0,,churn_risk_silent
1000054868,Categoria C1,Commodities,3.0,4.0,21.0,26.0,1979.3618000000001,2292.4826000000003,3.0,2.0,87,2223.12,0.8903531073446329,loyal
1000055021,Categoria C1,Commodities,6.0,3.0,60.0,35.0,5267.4442,3233.258,4.0,3.0,76,4546.72,1.1585151933701656,loyal
1000055021,Categoria C2,Commodities,5.0,1.0,54.0,12.0,3783.2604,786.3816,1.0,1.0,45,12899.119999999999,0.2932960077896787,promiscuous
1000055021,Categoria T1,Productos Técnicos,1.0,0.0,9.0,0.0,2953.8608,0.0,1.0,0.0,87,0.0,,unknown_potential
1000055638,Categoria C1,Commodities,3.0,4.0,31.0,46.0,2746.1498,4004.0652,1.0,2.0,31,4546.72,0.6039848066298342,loyal
1000055638,Categoria T1,Productos Técnicos,13.0,9.0,92.0,69.0,22065.7534,16224.8196,1.0,1.0,48,0.0,,unknown_potential
1000055899,Categoria C1,Commodities,3.0,2.0,17.0,15.0,1631.6696000000002,1299.5204,4.0,2.0,96,2223.12,0.7339548022598871,loyal
1000055899,Categoria C2,Commodities,1.0,0.0,3.0,0.0,303.795,0.0,1.0,0.0,115,8484.28,0.03580680977054034,marginal
1000055899,Categoria T1,Productos Técnicos,8.0,2.0,18.0,4.0,5451.8877999999995,1187.7364,1.0,1.0,24,0.0,,unknown_potential
1000056227,Categoria C1,Commodities,1.0,4.0,7.0,25.0,590.7596000000001,1774.6652,2.0,1.0,110,2223.12,0.2657344632768362,churn_risk_dropping
1000056227,Categoria C2,Commodities,3.0,3.0,15.0,18.0,849.9979999999999,1178.1594,2.0,2.0,12,6424.4400000000005,0.1323069403714565,promiscuous
1000056227,Categoria T1,Productos Técnicos,6.0,3.0,30.0,11.0,8445.972,3002.6564,1.0,2.0,77,0.0,,unknown_potential
1000056229,Categoria C1,Commodities,7.0,8.0,105.0,120.0,9262.780200000001,10320.552,2.0,2.0,18,3410.04,2.716325966850829,loyal
1000056231,Categoria T1,Productos Técnicos,1.0,0.0,4.0,0.0,1233.4862,0.0,1.0,0.0,349,0.0,,unknown_potential
