id_cliente,familia_h,purchase_days_total,months_active,mean_interpurchase_days,first_purchase,last_purchase,lifespan_days,recency_days,frequency_recent,frequency_baseline,expected_freq_recent,freq_drop_ratio,volume_recent,volume_baseline,expected_vol_recent,vol_drop_ratio,lifetime_volume,signal_absent,signal_drop_freq,signal_drop_volume,signal_anomaly_high,pattern
1000040574,Familia T1,9,8,200.75,2021-04-16,2025-09-08,1606,112,0.0,1.0,0.32727272727272727,0.0,0.0,806.2891999999999,263.87646545454544,0.0,11544.5554,True,True,True,False,occasional_silent
1000040574,Familia T2,3,3,183.0,2021-04-20,2022-04-21,366,1348,0.0,0.0,0.0,,0.0,0.0,0.0,,1497.3404,True,False,False,False,occasional_dormant
1000040718,Familia T1,2,2,117.0,2022-07-27,2022-11-21,117,1134,0.0,0.0,0.0,,0.0,0.0,0.0,,3239.9776,True,False,False,False,insufficient_history
1000040718,Familia T2,1,1,,2025-06-03,2025-06-03,0,209,0.0,1.0,0.32727272727272727,0.0,0.0,477.4998,156.2726618181818,0.0,477.4998,True,True,True,False,insufficient_history
1000040842,Familia T1,11,10,150.8,2021-06-04,2025-07-21,1508,161,0.0,3.0,0.9818181818181818,0.0,0.0,3223.4612,1054.9509381818182,0.0,13830.6638,True,True,True,False,occasional_silent
1000040842,Familia T2,1,1,,2024-11-20,2024-11-20,0,404,0.0,0.0,0.0,,0.0,0.0,0.0,,776.7418,True,False,False,False,insufficient_history
1000041094,Familia T1,3,3,143.5,2022-01-19,2022-11-02,287,1153,0.0,0.0,0.0,,0.0,0.0,0.0,,1144.6870000000001,True,False,False,False,occasional_dormant
1000041094,Familia T2,2,2,287.0,2022-02-14,2022-11-28,287,1127,0.0,0.0,0.0,,0.0,0.0,0.0,,1468.5466000000001,True,False,False,False,insufficient_history
1000041269,Familia T2,1,1,,2021-07-08,2021-07-08,0,1635,0.0,0.0,0.0,,0.0,0.0,0.0,,1038.9004,True,False,False,False,insufficient_history
1000041272,Familia T1,1,1,,2023-04-13,2023-04-13,0,991,0.0,0.0,0.0,,0.0,0.0,0.0,,727.7264,True,False,False,False,insufficient_history
1000041273,Familia T1,3,3,458.5,2022-04-06,2024-10-09,917,446,0.0,0.0,0.0,,0.0,0.0,0.0,,4214.1939999999995,True,False,False,False,occasional_dormant
1000041359,Familia T1,16,15,115.4,2021-02-23,2025-11-20,1731,39,2.0,3.0,0.9818181818181818,2.037037037037037,3015.2164000000002,3652.5108,1195.3671709090909,2.5224186119373617,19638.7846,False,False,False,True,occasional_spike
1000041359,Familia T2,15,14,123.64285714285714,2021-02-23,2025-11-20,1731,39,2.0,3.0,0.9818181818181818,2.037037037037037,5291.7792,5424.0674,1775.1493309090908,2.9810332617425317,29897.8554,False,False,False,True,occasional_spike
1000041560,Familia T1,1,1,,2023-07-17,2023-07-17,0,896,0.0,0.0,0.0,,0.0,0.0,0.0,,891.8542,True,False,False,False,insufficient_history
1000041560,Familia T2,1,1,,2023-07-17,2023-07-17,0,896,0.0,0.0,0.0,,0.0,0.0,0.0,,476.8718,True,False,False,False,insufficient_history
1000041657,Familia T1,1,1,,2025-12-02,2025-12-02,0,27,1.0,0.0,0.0,,548.2126000000001,0.0,0.0,,548.2126000000001,False,False,False,False,insufficient_history
1000041726,Familia T1,1,1,,2021-10-27,2021-10-27,0,1524,0.0,0.0,0.0,,0.0,0.0,0.0,,1342.9466,True,False,False,False,insufficient_history
1000041851,Familia T1,1,1,,2021-02-26,2021-02-26,0,1767,0.0,0.0,0.0,,0.0,0.0,0.0,,515.9962,True,False,False,False,insufficient_history
1000041851,Familia T2,1,1,,2021-02-26,2021-02-26,0,1767,0.0,0.0,0.0,,0.0,0.0,0.0,,1229.6554,True,False,False,False,insufficient_history
1000041870,Familia T1,12,12,132.9090909090909,2021-06-09,2025-06-10,1462,202,0.0,2.0,0.6545454545454545,0.0,0.0,9618.5108,3147.876261818182,0.0,30371.7756,True,True,True,False,occasional_silent
1000041870,Familia T2,12,12,132.9090909090909,2021-06-09,2025-06-10,1462,202,0.0,3.0,0.9818181818181818,0.0,0.0,5743.844999999999,1879.8038181818179,0.0,19875.1324,True,True,True,False,occasional_silent
1000041971,Familia T1,1,1,,2021-02-17,2021-02-17,0,1776,0.0,0.0,0.0,,0.0,0.0,0.0,,863.3116,True,False,False,False,insufficient_history
1000042009,Familia T1,20,18,93.89473684210526,2021-01-22,2025-12-11,1784,18,1.0,1.0,0.32727272727272727,3.0555555555555554,479.6978,239.8332,78.49086545454546,6.111511157661982,21644.459600000002,False,False,False,True,occasional_spike
1000042016,Familia T1,12,11,109.0909090909091,2022-06-14,2025-09-26,1200,94,0.0,4.0,1.309090909090909,0.0,0.0,4721.5552,1545.2362472727273,0.0,11716.8786,True,True,True,False,occasional_silent
1000042039,Familia T1,13,13,139.33333333333334,2021-02-03,2025-09-02,1672,118,0.0,2.0,0.6545454545454545,0.0,0.0,685.2736000000002,224.27136000000007,0.0,4886.8762,True,True,True,False,occasional_silent
1000042039,Familia T2,6,6,202.6,2022-11-24,2025-09-02,1013,118,0.0,2.0,0.6545454545454545,0.0,0.0,1102.4540000000002,360.80312727272735,0.0,3072.6470000000004,True,True,True,False,occasional_silent
1000042085,Familia T2,1,1,,2021-02-18,2021-02-18,0,1775,0.0,0.0,0.0,,0.0,0.0,0.0,,1244.2878,True,False,False,False,insufficient_history
1000042144,Familia T1,19,16,89.77777777777777,2021-05-05,2025-10-07,1616,83,1.0,3.0,0.9818181818181818,1.0185185185185186,342.6368000000001,1027.9104000000002,336.40704000000005,1.0185185185185186,8663.668200000002,False,False,False,False,systematic_active
1000042144,Familia T2,7,7,126.83333333333333,2021-05-05,2023-06-05,761,938,0.0,0.0,0.0,,0.0,0.0,0.0,,4602.1724,True,False,False,False,occasional_dormant
1000042279,Familia T1,2,2,431.0,2021-01-28,2022-04-04,431,1365,0.0,0.0,0.0,,0.0,0.0,0.0,,1476.1454,True,False,False,False,insufficient_history
1000042279,Familia T2,1,1,,2021-01-28,2021-01-28,0,1796,0.0,0.0,0.0,,0.0,0.0,0.0,,883.0622000000001,True,False,False,False,insufficient_history
1000042306,Familia T1,1,1,,2021-06-09,2021-06-09,0,1664,0.0,0.0,0.0,,0.0,0.0,0.0,,540.551,True,False,False,False,insufficient_history
1000042311,Familia T1,1,1,,2021-10-15,2021-10-15,0,1536,0.0,0.0,0.0,,0.0,0.0,0.0,,805.7554000000001,True,False,False,False,insufficient_history
1000042311,Familia T2,1,1,,2021-10-15,2021-10-15,0,1536,0.0,0.0,0.0,,0.0,0.0,0.0,,872.6688,True,False,False,False,insufficient_history
1000042377,Familia T1,6,6,348.8,2021-01-19,2025-10-29,1744,61,1.0,3.0,0.9818181818181818,1.0185185185185186,548.2126000000001,2170.7448,710.4255709090909,0.7716678881624205,5253.7538,False,False,False,False,occasional_active
1000042377,Familia T2,4,4,163.66666666666666,2024-06-25,2025-10-29,491,61,1.0,2.0,0.6545454545454545,1.5277777777777777,830.3102,2746.558,898.8735272727273,0.9237230542535219,4036.2188,False,False,False,False,occasional_active
1000042398,Familia T1,5,4,60.75,2021-06-25,2022-02-23,243,1405,0.0,0.0,0.0,,0.0,0.0,0.0,,6311.9024,True,False,False,False,systematic_silent
1000042519,Familia T1,2,2,127.0,2023-04-26,2023-08-31,127,851,0.0,0.0,0.0,,0.0,0.0,0.0,,7313.2484,True,False,False,False,insufficient_history
1000042565,Familia T1,2,2,146.0,2021-05-20,2021-10-13,146,1538,0.0,0.0,0.0,,0.0,0.0,0.0,,934.0244,True,False,False,False,insufficient_history
1000042574,Familia T1,15,13,95.64285714285714,2021-09-28,2025-05-29,1339,214,0.0,3.0,0.9818181818181818,0.0,0.0,8017.7388,2623.9872436363635,0.0,32829.013999999996,True,True,True,False,occasional_silent
1000042574,Familia T2,9,9,150.375,2022-02-11,2025-05-29,1203,214,0.0,1.0,0.32727272727272727,0.0,0.0,2149.7696,703.56096,0.0,13046.9198,True,True,True,False,occasional_silent
1000042603,Familia T1,43,38,40.976190476190474,2021-03-04,2025-11-19,1721,40,2.0,6.0,1.9636363636363636,1.0185185185185186,3083.7312,8805.7532,2881.882865454545,1.070040436745377,61558.1928,False,False,False,False,systematic_active
1000042603,Familia T2,50,41,35.38775510204081,2021-02-19,2025-11-19,1734,40,2.0,10.0,3.2727272727272725,0.6111111111111112,4961.043,22131.7562,7243.120210909091,0.6849317497903759,114607.9276,False,False,False,False,systematic_active
1000042644,Familia T2,1,1,,2022-05-27,2022-05-27,0,1312,0.0,0.0,0.0,,0.0,0.0,0.0,,311.802,True,False,False,False,insufficient_history
1000042670,Familia T1,13,13,89.25,2021-01-13,2023-12-20,1071,740,0.0,0.0,0.0,,0.0,0.0,0.0,,16651.106,True,False,False,False,systematic_silent
1000042835,Familia T1,7,7,280.0,2021-04-26,2025-12-01,1680,28,1.0,0.0,0.0,,2192.8818,0.0,0.0,,9904.5648,False,False,False,False,occasional_active
1000042968,Familia T1,2,2,226.0,2022-04-04,2022-11-16,226,1139,0.0,0.0,0.0,,0.0,0.0,0.0,,2203.0554,True,False,False,False,insufficient_history
1000043172,Familia T1,10,10,190.0,2021-02-22,2025-10-29,1710,61,1.0,0.0,0.0,,3225.1568,0.0,0.0,,24664.1976,False,False,False,False,occasional_active
1000043172,Familia T2,6,6,295.4,2021-11-02,2025-11-18,1477,41,2.0,0.0,0.0,,1729.3236000000002,0.0,0.0,,5860.7158,False,False,False,False,occasional_active
1000043173,Familia T1,13,13,142.66666666666666,2021-01-25,2025-10-03,1712,87,1.0,2.0,0.6545454545454545,1.5277777777777777,2197.7802,3056.2876,1000.2395781818182,2.1972537859329733,22283.481,False,False,False,True,occasional_spike
1000043173,Familia T2,8,8,231.14285714285714,2021-01-25,2025-07-01,1618,181,0.0,1.0,0.32727272727272727,0.0,0.0,1322.9448,432.9637527272727,0.0,7919.9906,True,True,True,False,occasional_silent
1000043280,Familia T2,1,1,,2022-04-29,2022-04-29,0,1340,0.0,0.0,0.0,,0.0,0.0,0.0,,883.0622000000001,True,False,False,False,insufficient_history
1000044579,Familia T1,8,8,220.85714285714286,2021-09-08,2025-12-02,1546,27,1.0,2.0,0.6545454545454545,1.5277777777777777,1577.4104,2366.1156,774.3651054545455,2.0370370370370368,13635.921,False,False,False,True,occasional_spike
1000044579,Familia T2,11,11,175.7,2021-02-09,2025-12-02,1757,27,1.0,3.0,0.9818181818181818,1.0185185185185186,554.5868,2772.9968,907.5262254545454,0.6110972712906766,13830.3184,False,False,False,False,occasional_active
1000044594,Familia T1,50,34,36.775510204081634,2021-01-04,2025-12-11,1802,18,4.0,9.0,2.9454545454545453,1.3580246913580247,2158.6243999999997,4557.082,1491.4086545454547,1.4473728534570534,22725.969800000003,False,False,False,False,systematic_active
1000044594,Familia T2,32,22,56.61290322580645,2021-01-07,2025-10-28,1755,62,1.0,4.0,1.309090909090909,0.7638888888888888,339.2456,1356.9824,444.1033309090909,0.763888888888889,15858.0048,False,False,False,False,systematic_active
1000046050,Familia T1,4,4,335.3333333333333,2022-12-02,2025-09-03,1006,117,0.0,2.0,0.6545454545454545,0.0,0.0,1316.5392,430.86737454545454,0.0,3865.3714,True,True,True,False,occasional_silent
1000046126,Familia T1,1,1,,2021-02-26,2021-02-26,0,1767,0.0,0.0,0.0,,0.0,0.0,0.0,,1376.4189999999999,True,False,False,False,insufficient_history
1000048764,Familia T1,30,29,50.86206896551724,2021-01-07,2025-01-21,1475,342,0.0,1.0,0.32727272727272727,0.0,0.0,3547.415,1160.9721818181818,0.0,97679.8422,True,True,True,False,systematic_silent
1000050394,Familia T1,1,1,,2024-11-13,2024-11-13,0,411,0.0,0.0,0.0,,0.0,0.0,0.0,,1136.2718,True,False,False,False,insufficient_history
1000051168,Familia T1,27,24,67.46153846153847,2021-01-11,2025-10-31,1754,59,1.0,2.0,0.6545454545454545,1.5277777777777777,268.7526,806.2891999999999,263.87646545454544,1.0184788534932627,9755.666000000001,False,False,False,False,systematic_active
1000051168,Familia T2,5,5,280.5,2022-02-01,2025-02-27,1122,305,0.0,1.0,0.32727272727272727,0.0,0.0,621.3746,203.35896,0.0,3103.7958,True,True,True,False,occasional_silent
1000051534,Familia T1,1,1,,2021-04-30,2021-04-30,0,1704,0.0,0.0,0.0,,0.0,0.0,0.0,,575.5306,True,False,False,False,insufficient_history
1000051951,Familia T1,81,48,22.375,2021-01-27,2025-12-22,1790,7,4.0,8.0,2.618181818181818,1.5277777777777777,2349.9760000000006,5409.780400000001,1770.4735854545456,1.327314916927538,55489.483400000005,False,False,False,False,systematic_active
1000051951,Familia T2,18,13,67.17647058823529,2021-01-27,2024-03-14,1142,655,0.0,0.0,0.0,,0.0,0.0,0.0,,8377.771200000001,True,False,False,False,systematic_silent
1000051994,Familia T1,14,13,131.69230769230768,2021-02-04,2025-10-13,1712,77,1.0,2.0,0.6545454545454545,1.5277777777777777,904.5712,3500.158,1145.5062545454546,0.7896693679415487,14718.2476,False,False,False,False,occasional_active
1000051994,Familia T2,1,1,,2022-06-15,2022-06-15,0,1293,0.0,0.0,0.0,,0.0,0.0,0.0,,883.0622000000001,True,False,False,False,insufficient_history
1000052451,Familia T1,7,7,251.33333333333334,2021-04-12,2025-05-29,1508,214,0.0,2.0,0.6545454545454545,0.0,0.0,959.3956000000001,313.98401454545456,0.0,3118.2084,True,True,True,False,occasional_silent
1000052451,Familia T2,4,4,502.6666666666667,2021-04-12,2025-05-29,1508,214,0.0,1.0,0.32727272727272727,0.0,0.0,496.0886,162.35626909090908,0.0,2299.5476000000003,True,True,True,False,occasional_silent
1000053136,Familia T1,6,6,264.2,2021-02-11,2024-09-24,1321,461,0.0,0.0,0.0,,0.0,0.0,0.0,,4404.1012,True,False,False,False,occasional_dormant
1000053136,Familia T2,2,2,862.0,2022-05-16,2024-09-24,862,461,0.0,0.0,0.0,,0.0,0.0,0.0,,884.6949999999999,True,False,False,False,insufficient_history
1000053457,Familia T2,10,10,95.66666666666667,2021-02-26,2023-07-07,861,906,0.0,0.0,0.0,,0.0,0.0,0.0,,17648.8096,True,False,False,False,occasional_dormant
1000053469,Familia T1,12,12,146.8181818181818,2021-07-15,2025-12-16,1615,13,2.0,0.0,0.0,,1752.6852,0.0,0.0,,7619.21,False,False,False,False,occasional_active
1000053469,Familia T2,7,7,299.6666666666667,2021-01-13,2025-12-16,1798,13,2.0,0.0,0.0,,937.1016,0.0,0.0,,3364.196,False,False,False,False,occasional_active
1000054867,Familia T1,7,7,220.5,2021-02-19,2024-10-04,1323,451,0.0,0.0,0.0,,0.0,0.0,0.0,,3468.915,True,False,False,False,occasional_dormant
1000054867,Familia T2,5,5,262.5,2021-11-19,2024-10-04,1050,451,0.0,0.0,0.0,,0.0,0.0,0.0,,2775.1005999999998,True,False,False,False,occasional_dormant
1000055021,Familia T1,4,4,430.3333333333333,2022-03-22,2025-10-03,1291,87,1.0,0.0,0.0,,2953.8608,0.0,0.0,,6289.5142,False,False,False,False,occasional_active
1000055638,Familia T1,40,37,44.666666666666664,2021-02-03,2025-11-11,1742,48,2.0,11.0,3.6,0.5555555555555556,3357.8532,18707.9002,6122.58552,0.5484371249746137,74584.8282,False,False,False,False,systematic_active
1000055899,Familia T1,19,16,88.5,2021-07-26,2025-12-05,1593,24,2.0,6.0,1.9636363636363636,1.0185185185185186,1211.5375999999999,4240.3502,1387.7509745454545,0.8730223377409829,17804.4594,False,False,False,False,systematic_active
1000056206,Familia T1,1,1,,2021-09-29,2021-09-29,0,1552,0.0,0.0,0.0,,0.0,0.0,0.0,,1231.7278,True,False,False,False,insufficient_history
1000056206,Familia T2,1,1,,2021-09-29,2021-09-29,0,1552,0.0,0.0,0.0,,0.0,0.0,0.0,,1468.578,True,False,False,False,insufficient_history
1000056227,Familia T1,9,9,166.875,2022-02-16,2025-10-13,1335,77,1.0,5.0,1.6363636363636362,0.6111111111111112,1319.1454,7126.8266,2332.4159781818184,0.5655703838164879,12391.444800000001,False,False,False,False,occasional_active
1000056227,Familia T2,1,1,,2024-07-03,2024-07-03,0,544,0.0,0.0,0.0,,0.0,0.0,0.0,,416.1128,True,False,False,False,insufficient_history
1000056231,Familia T1,1,1,,2025-01-14,2025-01-14,0,349,0.0,1.0,0.32727272727272727,0.0,0.0,1233.4862,403.68639272727273,0.0,1233.4862,True,True,True,False,insufficient_history
1000056305,Familia T1,4,4,383.0,2021-10-19,2024-12-11,1149,383,0.0,0.0,0.0,,0.0,0.0,0.0,,5594.695,True,False,False,False,occasional_dormant
1000056374,Familia T1,16,14,74.2,2022-11-11,2025-11-28,1113,31,1.0,3.0,0.9818181818181818,1.0185185185185186,308.9132,816.9652000000001,267.3704290909091,1.1553753384409085,7079.035800000001,False,False,False,False,systematic_active
1000056374,Familia T2,17,15,72.625,2022-09-23,2025-11-28,1162,31,1.0,3.0,0.9818181818181818,1.0185185185185186,440.9816,1763.9264,577.2850036363636,0.763888888888889,9679.1756,False,False,False,False,systematic_active
1000056448,Familia T1,10,10,151.66666666666666,2022-01-05,2025-10-01,1365,89,1.0,2.0,0.6545454545454545,1.5277777777777777,1747.4414,3494.8828,1143.7798254545453,1.527777777777778,16968.7484,False,False,False,False,occasional_active
1000056449,Familia T1,4,4,234.0,2021-02-02,2023-01-05,702,1089,0.0,0.0,0.0,,0.0,0.0,0.0,,13317.3052,True,False,False,False,occasional_dormant
1000056521,Familia T1,9,9,216.625,2021-03-01,2025-11-28,1733,31,1.0,0.0,0.0,,824.7838,0.0,0.0,,7173.4242,False,False,False,False,occasional_active
1000056521,Familia T2,3,3,626.0,2021-06-30,2024-12-03,1252,391,0.0,0.0,0.0,,0.0,0.0,0.0,,1367.3758,True,False,False,False,occasional_dormant
1000056599,Familia T1,12,11,120.18181818181819,2021-02-02,2024-09-16,1322,469,0.0,0.0,0.0,,0.0,0.0,0.0,,18605.1908,True,False,False,False,occasional_dormant
1000056599,Familia T2,17,16,79.0625,2021-03-31,2024-09-16,1265,469,0.0,0.0,0.0,,0.0,0.0,0.0,,21885.4232,True,False,False,False,systematic_silent
1000056600,Familia T1,2,2,1194.0,2021-01-14,2024-04-22,1194,616,0.0,0.0,0.0,,0.0,0.0,0.0,,1352.3352,True,False,False,False,insufficient_history
1000056600,Familia T2,1,1,,2021-01-14,2021-01-14,0,1810,0.0,0.0,0.0,,0.0,0.0,0.0,,519.4502,True,False,False,False,insufficient_history
1000056618,Familia T1,20,18,92.78947368421052,2021-01-13,2025-11-11,1763,48,1.0,1.0,0.32727272727272727,3.0555555555555554,2471.9022,2745.9928,898.6885527272727,2.7505660247907424,40988.335399999996,False,False,False,True,occasional_spike
1000056618,Familia T2,1,1,,2022-06-01,2022-06-01,0,1307,0.0,0.0,0.0,,0.0,0.0,0.0,,425.941,True,False,False,False,insufficient_history
1000056724,Familia T1,4,4,142.66666666666666,2024-03-27,2025-05-29,428,214,0.0,2.0,0.6545454545454545,0.0,0.0,959.3956000000001,313.98401454545456,0.0,1899.9512,True,True,True,False,occasional_silent
1000056724,Familia T2,3,3,214.0,2024-03-27,2025-05-29,428,214,0.0,2.0,0.6545454545454545,0.0,0.0,1073.6288,351.3694254545454,0.0,1572.2294000000002,True,True,True,False,occasional_silent
1000056820,Familia T1,41,29,43.925,2021-02-25,2025-12-18,1757,11,5.0,6.0,1.9636363636363636,2.5462962962962963,6920.9367999999995,7334.098,2400.2502545454545,2.883423004286129,42023.0596,False,False,False,True,systematic_spike
1000056820,Familia T2,32,24,56.67741935483871,2021-02-25,2025-12-18,1757,11,6.0,7.0,2.290909090909091,2.619047619047619,3894.4791999999998,4183.8302,1369.2535200000002,2.8442353027509464,23501.6126,False,False,False,True,systematic_spike
1000056822,Familia T2,2,2,747.0,2022-09-30,2024-10-16,747,439,0.0,0.0,0.0,,0.0,0.0,0.0,,1769.39,True,False,False,False,insufficient_history
1000056890,Familia T1,7,6,75.33333333333333,2021-03-15,2022-06-10,452,1298,0.0,0.0,0.0,,0.0,0.0,0.0,,4476.4468,True,False,False,False,systematic_silent
1000056890,Familia T2,5,4,119.25,2021-02-18,2022-06-10,477,1298,0.0,0.0,0.0,,0.0,0.0,0.0,,4675.0518,True,False,False,False,occasional_dormant
1000056907,Familia T2,1,1,,2021-03-22,2021-03-22,0,1743,0.0,0.0,0.0,,0.0,0.0,0.0,,623.5726000000001,True,False,False,False,insufficient_history
1000056963,Familia T1,1,1,,2021-05-07,2021-05-07,0,1697,0.0,0.0,0.0,,0.0,0.0,0.0,,1566.4204,True,False,False,False,insufficient_history
