id_cliente,lifetime_volume_eur,avg_eur_per_month,n_distinct_categories,n_active_months,size_bucket,breadth_bucket,clinic_typology
1000058623,8394.319,1199.1884285714284,2,7,large,mixed,large_mixed
1000058647,566.3618,283.1809,1,2,small,narrow,small_narrow
1000058696,52534.4294,1313.360735,2,40,large,mixed,large_mixed
1000058743,7071.437,707.1437,2,10,medium,mixed,medium_mixed
1000058746,6350.7442,793.843025,2,8,medium,mixed,medium_mixed
1000058783,5582.292,1116.4584,1,5,medium,narrow,medium_narrow
1000058785,661.3468,661.3468,1,1,small,narrow,small_narrow
1000058826,342.0088,342.0088,1,1,small,narrow,small_narrow
1000058933,90551.8224,3233.9936571428575,1,28,large,narrow,large_narrow
1000059082,606.9306,606.9306,1,1,small,narrow,small_narrow
1000059088,385.8432,385.8432,1,1,small,narrow,small_narrow
1000059213,1118.8448000000003,559.4224000000002,1,2,small,narrow,small_narrow
1000059245,752.4382,752.4382,1,1,medium,narrow,medium_narrow
1000059378,32871.4982,966.8087705882353,2,34,medium,mixed,medium_mixed
1000059423,36042.3016,1126.321925,3,32,medium,broad,medium_broad
1000059424,31354.6584,1493.0789714285715,2,21,large,mixed,large_mixed
1000059439,4993.0082,1248.25205,2,4,large,mixed,large_mixed
1000059531,3261.3924,1630.6962,1,2,large,narrow,large_narrow
1000059595,4113.6512,587.6644571428571,1,7,small,narrow,small_narrow
1000059597,2788.0060000000003,929.3353333333334,1,3,medium,narrow,medium_narrow
1000059662,12836.037400000001,855.7358266666668,1,15,medium,narrow,medium_narrow
1000059704,133019.7886,2660.395772,2,50,large,mixed,large_mixed
1000059711,4989.6484,415.80403333333334,2,12,small,mixed,small_mixed
1000059737,88640.0962,2061.3975860465116,3,43,large,broad,large_broad
1000059764,1328.7852,1328.7852,1,1,large,narrow,large_narrow
1000059777,13984.869200000001,1748.1086500000001,1,8,large,narrow,large_narrow
1000059878,21807.928,1282.8192941176471,2,17,large,mixed,large_mixed
1000059880,34981.7352,17490.8676,1,2,large,narrow,large_narrow
1000059887,20437.8518,817.514072,3,25,medium,broad,medium_broad
1000059893,53477.5284,1215.3983727272728,3,44,large,broad,large_broad
1000059960,19901.791,1047.4626842105263,2,19,medium,mixed,medium_mixed
1000059994,59797.4064,2061.9795310344825,2,29,large,mixed,large_mixed
1000060078,12374.3632,412.4787733333333,1,30,small,narrow,small_narrow
1000060080,10687.9948,890.6662333333334,3,12,medium,broad,medium_broad
1000060126,33449.4466,1045.29520625,2,32,medium,mixed,medium_mixed
1000060160,2350.0388,261.1154222222222,2,9,small,mixed,small_mixed
1000060172,11669.967,833.5690714285714,3,14,medium,broad,medium_broad
1000060217,12933.503,1077.7919166666668,2,12,medium,mixed,medium_mixed
1000060231,1799.22,1799.22,1,1,large,narrow,large_narrow
1000060357,3913.319200000001,559.0456000000001,1,7,small,narrow,small_narrow
1000060389,5130.3204000000005,427.52670000000006,2,12,small,mixed,small_mixed
1000060408,1038.9004,1038.9004,1,1,medium,narrow,medium_narrow
1000060473,31746.9386,1867.4669764705884,1,17,large,narrow,large_narrow
1000060529,2270.0002,324.28574285714285,2,7,small,mixed,small_mixed
1000060562,1934.6796000000002,483.66990000000004,2,4,small,mixed,small_mixed
1000060640,12700.0754,1411.1194888888888,1,9,large,narrow,large_narrow
1000060716,992.1772000000001,330.7257333333334,1,3,small,narrow,small_narrow
1000060738,8172.0070000000005,908.0007777777778,2,9,medium,mixed,medium_mixed
1000060780,6425.5704,642.5570399999999,1,10,small,narrow,small_narrow
1000060785,32466.4696,1202.461837037037,2,27,large,mixed,large_mixed
1000060911,5156.7278,322.2954875,1,16,small,narrow,small_narrow
1000060929,7639.9026,763.99026,2,10,medium,mixed,medium_mixed
1000060942,282550.231,5433.658288461539,1,52,large,narrow,large_narrow
1000061020,5658.468400000001,707.3085500000001,2,8,medium,mixed,medium_mixed
1000061021,6895.942400000001,626.9038545454546,1,11,small,narrow,small_narrow
1000061074,3240.5428,1620.2714,1,2,large,narrow,large_narrow
1000061081,844.8484000000001,844.8484000000001,2,1,medium,mixed,medium_mixed
1000061149,38440.2882,2023.1730631578948,2,19,large,mixed,large_mixed
1000061222,5563.5776000000005,794.7968000000001,2,7,medium,mixed,medium_mixed
1000061247,26007.4896,1529.8523294117647,2,17,large,mixed,large_mixed
1000061273,9779.3102,1222.413775,2,8,large,mixed,large_mixed
1000061316,484.659,484.659,1,1,small,narrow,small_narrow
1000061342,7851.6014000000005,654.3001166666667,1,12,small,narrow,small_narrow
1000061370,15121.6748,630.0697833333334,2,24,small,mixed,small_mixed
1000061397,5518.0476,2759.0238,1,2,large,narrow,large_narrow
1000061512,15121.3294,3024.26588,2,5,large,mixed,large_mixed
1000061515,1598.0716,532.6905333333333,1,3,small,narrow,small_narrow
1000061520,6849.439,978.4912857142857,1,7,medium,narrow,medium_narrow
1000061553,16621.5586,977.7387411764706,1,17,medium,narrow,medium_narrow
1000061575,4013.5166,802.70332,1,5,medium,narrow,medium_narrow
1000061577,941.0266,313.67553333333336,1,3,small,narrow,small_narrow
1000061641,5976.0166,664.0018444444445,2,9,small,mixed,small_mixed
1000061715,11918.341,567.5400476190476,2,21,small,mixed,small_mixed
1000061716,26513.6576,2039.512123076923,1,13,large,narrow,large_narrow
1000061810,707.9757999999999,707.9757999999999,1,1,medium,narrow,medium_narrow
1000061889,1111.2774,555.6387,1,2,small,narrow,small_narrow
1000061890,38333.2456,1742.4202545454546,3,22,large,broad,large_broad
1000061891,149.935,149.935,1,1,small,narrow,small_narrow
1000061922,5361.9582,412.4583230769231,1,13,small,narrow,small_narrow
1000061986,4990.1822,712.8831714285715,1,7,medium,narrow,medium_narrow
1000061990,30236.944,1209.47776,2,25,large,mixed,large_mixed
1000061991,3472.8714,1157.6238,1,3,medium,narrow,medium_narrow
1000061992,2480.0976,1240.0488,1,2,large,narrow,large_narrow
1000061999,7716.236,428.67977777777776,2,18,small,mixed,small_mixed
1000062003,6895.7226,1723.93065,2,4,large,mixed,large_mixed
1000062145,6133.048,1533.262,1,4,large,narrow,large_narrow
1000062151,16915.1172,1057.194825,3,16,medium,broad,medium_broad
1000062172,529.8436,529.8436,1,1,small,narrow,small_narrow
1000062631,2031.0776,507.7694,1,4,small,narrow,small_narrow
1000062672,13723.4642,807.2626,2,17,medium,mixed,medium_mixed
1000062710,5572.1184,557.21184,2,10,small,mixed,small_mixed
1000062823,27939.563000000002,1470.5033157894738,2,19,large,mixed,large_mixed
1000062893,14313.7842,1789.223025,1,8,large,narrow,large_narrow
1000062908,13510.2268,844.389175,2,16,medium,mixed,medium_mixed
1000062935,32276.8764,1291.0750560000001,3,25,large,broad,large_broad
1000063063,5418.823600000001,602.0915111111112,1,9,small,narrow,small_narrow
1000063112,10252.0058,603.0591647058824,1,17,small,narrow,small_narrow
1000063131,29396.209000000003,979.8736333333334,2,30,medium,mixed,medium_mixed
1000063178,1358.9292,1358.9292,1,1,large,narrow,large_narrow
1000063202,3681.493,460.186625,1,8,small,narrow,small_narrow
1000063207,8775.2952,1253.6136000000001,1,7,large,narrow,large_narrow
1000063208,1158.9426,386.3142,1,3,small,narrow,small_narrow
1000063245,4377.003000000001,1094.2507500000002,2,4,medium,mixed,medium_mixed
1000063247,893.1416,446.5708,1,2,small,narrow,small_narrow
1000063279,11830.6094,1478.826175,2,8,large,mixed,large_mixed
1000063281,3825.619,956.40475,1,4,medium,narrow,medium_narrow
1000063304,1941.0852,647.0284,1,3,small,narrow,small_narrow
1000063305,8025.5574,891.7285999999999,2,9,medium,mixed,medium_mixed
1000063323,28533.556800000002,1296.9798545454546,2,22,large,mixed,large_mixed
1000063476,19590.8682,1632.5723500000001,2,12,large,mixed,large_mixed
1000063488,3677.4424,735.48848,2,5,medium,mixed,medium_mixed
1000063543,27014.3934,964.7997642857143,2,28,medium,mixed,medium_mixed
1000063557,4877.8330000000005,1219.4582500000001,2,4,large,mixed,large_mixed
1000063573,1290.069,1290.069,1,1,large,narrow,large_narrow
1000063587,1684.61,1684.61,1,1,large,narrow,large_narrow
1000063805,9900.8282,1980.16564,1,5,large,narrow,large_narrow
1000063806,73304.3048,1628.9845511111112,2,45,large,mixed,large_mixed
1000063808,3651.3804,912.8451,1,4,medium,narrow,medium_narrow
1000063828,17138.339799999998,1713.8339799999999,1,10,large,narrow,large_narrow
1000063882,9518.1878,865.2898,1,11,medium,narrow,medium_narrow
1000063886,14938.0476,574.5402923076923,1,26,small,narrow,small_narrow
1000063952,13315.3898,3328.84745,1,4,large,narrow,large_narrow
1000063976,64523.0122,1613.0753049999998,3,40,large,broad,large_broad
1000063988,21586.5894,5396.64735,1,4,large,narrow,large_narrow
1000064020,4704.7248,940.94496,1,5,medium,narrow,medium_narrow
1000064044,26651.0012,1567.7059529411763,3,17,large,broad,large_broad
1000064196,9366.7456,4683.3728,1,2,large,narrow,large_narrow
1000064215,2154.9506,215.49506000000002,1,10,small,narrow,small_narrow
1000064259,10851.4632,1085.14632,2,10,medium,mixed,medium_mixed
1000064270,7921.5292,1320.2548666666667,1,6,large,narrow,large_narrow
1000064271,2760.2169999999996,2760.2169999999996,1,1,large,narrow,large_narrow
1000064323,324.048,324.048,1,1,small,narrow,small_narrow
1000064338,16160.0728,1077.3381866666666,2,15,medium,mixed,medium_mixed
1000064355,8231.824,484.2249411764706,2,17,small,mixed,small_mixed
1000064358,7463.6230000000005,533.1159285714286,3,14,small,broad,small_broad
1000064359,20111.4802,670.3826733333334,2,30,small,mixed,small_mixed
1000064382,4974.796200000001,4974.796200000001,1,1,large,narrow,large_narrow
1000064411,2567.4210000000003,1283.7105000000001,1,2,large,narrow,large_narrow
1000064472,23298.7058,970.7794083333333,2,24,medium,mixed,medium_mixed
1000064482,599.74,299.87,1,2,small,narrow,small_narrow
1000064490,2672.1086,1336.0543,1,2,large,narrow,large_narrow
1000064511,11878.934000000001,625.207052631579,2,19,small,mixed,small_mixed
1000064516,7151.821000000001,794.6467777777779,2,9,medium,mixed,medium_mixed
1000064563,4465.3312,893.0662399999999,1,5,medium,narrow,medium_narrow
1000064588,3832.37,958.0925,1,4,medium,narrow,medium_narrow
1000064679,12773.6142,1064.46785,1,12,medium,narrow,medium_narrow
1000064695,2042.0048000000002,1021.0024000000001,1,2,medium,narrow,medium_narrow
1000064762,57511.140999999996,2300.44564,2,25,large,mixed,large_mixed
1000064765,3178.7476,635.7495200000001,1,5,small,narrow,small_narrow
1000064792,7599.082600000001,949.8853250000001,1,8,medium,narrow,medium_narrow
1000064817,18681.587,718.5225769230769,1,26,medium,narrow,medium_narrow
1000064863,43158.358,2877.2238666666667,1,15,large,narrow,large_narrow
1000064871,6884.7326,430.2957875,2,16,small,mixed,small_mixed
